type,code,name,ISIN,start,market,group,CFI
股票,3290,東浦,TW0003290003,2005/05/19,上櫃,電子零組件業,ESVUFR
股票,3293,鈊象,TW0003293007,2006/07/12,上櫃,文化創意業,ESVUFR
股票,3294,英濟,TW0003294005,2007/04/27,上櫃,電子零組件業,ESVUFR
股票,3297,杭特,TW0003297008,2005/06/07,上櫃,光電業,ESVUFR
股票,3303,岱稜,TW0003303004,2007/05/28,上櫃,其他電子業,ESVUFR
股票,3306,鼎天,TW0003306007,2005/07/05,上櫃,通信網路業,ESVUFR
股票,3310,佳穎,TW0003310009,2008/06/27,上櫃,電子零組件業,ESVUFR
股票,3313,斐成,TW0003313003,2006/05/29,上櫃,電子零組件業,ESVUFR
股票,3317,尼克森,TW0003317004,2007/08/09,上櫃,半導體業,ESVUFR
股票,3322,建舜電,TW0003322004,2009/05/20,上櫃,電子零組件業,ESVUFR
股票,3323,加百裕,TW0003323002,2007/06/25,上櫃,電腦及週邊設備業,ESVUFR
股票,3324,雙鴻,TW0003324000,2005/05/13,上櫃,其他電子業,ESVUFR
股票,3325,旭品,TW0003325007,2005/08/15,上櫃,電腦及週邊設備業,ESVUFR
股票,3332,幸康,TW0003332003,2008/01/24,上櫃,電子零組件業,ESVUFR
股票,3339,泰谷,TW0003339008,2006/06/27,上櫃,光電業,ESVUFR
股票,3354,律勝,TW0003354007,2005/12/08,上櫃,電子零組件業,ESVUFR
股票,3360,尚立,TW0003360004,2006/06/06,上櫃,電子通路業,ESVUFR
股票,3362,先進光,TW0003362000,2005/09/06,上櫃,光電業,ESVUFR
股票,3363,上詮,TW0003363008,2011/02/25,上櫃,通信網路業,ESVUFR
股票,3372,典範,TW0003372009,2005/12/16,上櫃,半導體業,ESVUFR
股票,3373,熱映,TW0003373007,2007/12/13,上櫃,其他電子業,ESVUFR
股票,3374,精材,TW0003374005,2015/03/30,上櫃,半導體業,ESVUFR
股票,3379,彬台,TW0003379004,2011/10/20,上櫃,電機機械,ESVUFR
股票,3388,崇越電,TW0003388005,2006/02/22,上櫃,電子零組件業,ESVUFR
股票,3390,旭軟,TW0003390001,2006/02/22,上櫃,電子零組件業,ESVUFR
股票,3402,漢科,TW0003402004,2007/01/09,上櫃,其他電子業,ESVUFR
股票,3426,台興,TW0003426003,2016/12/21,上櫃,電機機械,ESVUFR
股票,3434,哲固,TW0003434007,2008/01/28,上櫃,光電業,ESVUFR
股票,3438,類比科,TW0003438008,2006/07/19,上櫃,半導體業,ESVUFR
股票,3441,聯一光,TW0003441002,2010/10/04,上櫃,光電業,ESVUFR
股票,3444,利機,TW0003444006,2008/09/26,上櫃,電子通路業,ESVUFR
股票,3452,益通,TW0003452009,2006/03/08,上櫃,光電業,ESVUFR
股票,3455,由田,TW0003455002,2007/12/27,上櫃,光電業,ESVUFR
股票,3465,進泰電子,TW0003465001,2008/01/28,上櫃,電子零組件業,ESVUFR
股票,3466,致振,TW0003466009,2006/05/17,上櫃,通信網路業,ESVUFR
股票,3479,安勤,TW0003479002,2010/06/08,上櫃,電腦及週邊設備業,ESVUFR
股票,3483,力致,TW0003483004,2006/12/18,上櫃,電腦及週邊設備業,ESVUFR
股票,3484,崧騰,TW0003484002,2007/11/09,上櫃,電子零組件業,ESVUFR
股票,3489,森寶,TW0003489001,2007/09/29,上櫃,建材營造業,ESVUFR
股票,3490,單井,TW0003490009,2007/10/15,上櫃,光電業,ESVUFR
股票,3491,昇達科,TW0003491007,2008/01/03,上櫃,通信網路業,ESVUFR
股票,3492,長盛,TW0003492005,2015/05/18,上櫃,電子零組件業,ESVUFR
股票,3498,陽程,TW0003498002,2007/09/11,上櫃,其他電子業,ESVUFR
股票,3499,環天科,TW0003499000,2006/10/19,上櫃,通信網路業,ESVUFR
股票,3508,位速,TW0003508008,2007/10/17,上櫃,其他電子業,ESVUFR
股票,3511,矽瑪,TW0003511002,2009/02/16,上櫃,電子零組件業,ESVUFR
股票,3512,皇龍,TW0003512000,2007/07/25,上櫃,電子零組件業,ESVUFR
股票,3516,亞帝歐,TW0003516001,2007/11/29,上櫃,光電業,ESVUFR
股票,3520,振維,TW0003520003,2007/10/12,上櫃,電子零組件業,ESVUFR
股票,3521,鴻翊,TW0003521001,2007/08/07,上櫃,電腦及週邊設備業,ESVUFR
股票,3522,御頂,TW0003522009,2007/10/15,上櫃,觀光事業,ESVUFR
股票,3523,迎輝,TW0003523007,2007/11/16,上櫃,光電業,ESVUFR
股票,3526,凡甲,TW0003526000,2007/11/02,上櫃,電子零組件業,ESVUFR
股票,3527,聚積,TW0003527008,2007/10/29,上櫃,半導體業,ESVUFR
股票,3529,力旺,TW0003529004,2011/01/24,上櫃,半導體業,ESVUFR
股票,3531,先益,TW0003531000,2008/04/08,上櫃,光電業,ESVUFR
股票,3537,堡達,TW0003537007,2010/01/25,上櫃,電子零組件業,ESVUFR
股票,3540,曜越,TW0003540001,2007/12/12,上櫃,電腦及週邊設備業,ESVUFR
股票,3541,西柏,TW0003541009,2009/12/22,上櫃,其他電子業,ESVUFR
股票,3546,宇峻,TW0003546008,2008/04/18,上櫃,文化創意業,ESVUFR
股票,3548,兆利,TW0003548004,2008/03/27,上櫃,電子零組件業,ESVUFR
股票,3551,世禾,TW0003551008,2008/04/15,上櫃,其他電子業,ESVUFR
股票,3552,同致,TW0003552006,2009/01/07,上櫃,其他電子業,ESVUFR
股票,3555,重鵬,TW0003555009,2011/11/08,上櫃,半導體業,ESVUFR
股票,3556,禾瑞亞,TW0003556007,2008/04/15,上櫃,半導體業,ESVUFR
股票,3558,神準,TW0003558003,2013/12/30,上櫃,通信網路業,ESVUFR
股票,3562,頂晶科,TW0003562005,2008/06/17,上櫃,光電業,ESVUFR
股票,3564,其陽,TW0003564001,2013/12/03,上櫃,通信網路業,ESVUFR
股票,3567,逸昌,TW0003567004,2010/11/22,上櫃,半導體業,ESVUFR
股票,3570,大塚,TW0003570008,2008/10/23,上櫃,資訊服務業,ESVUFR
股票,3577,泓格,TW0003577003,2009/01/06,上櫃,電腦及週邊設備業,ESVUFR
股票,3580,友威科,TW0003580007,2010/07/09,上櫃,其他電子業,ESVUFR
股票,3581,博磊,TW0003581005,2015/01/20,上櫃,半導體業,ESVUFR
股票,3587,閎康,TW0003587002,2009/08/18,上櫃,其他電子業,ESVUFR
股票,3594,磐儀,TW0003594008,2013/05/07,上櫃,電腦及週邊設備業,ESVUFR
股票,3609,東林,TW0003609004,2011/01/11,上櫃,電子零組件業,ESVUFR
股票,3611,鼎翰,TW0003611000,2008/11/26,上櫃,電腦及週邊設備業,ESVUFR
股票,3615,安可,TW0003615001,2009/04/15,上櫃,光電業,ESVUFR
股票,3623,富晶通,TW0003623005,2010/04/28,上櫃,光電業,ESVUFR
股票,3624,光頡,TW0003624003,2011/03/16,上櫃,電子零組件業,ESVUFR
股票,3625,西勝,TW0003625000,2009/10/28,上櫃,電腦及週邊設備業,ESVUFR
股票,3628,盈正,TW0003628004,2010/09/09,上櫃,其他電子業,ESVUFR
股票,3629,地心引力,TW0003629002,2010/05/27,上櫃,光電業,ESVUFR
股票,3630,新鉅科,TW0003630000,2010/04/26,上櫃,光電業,ESVUFR
股票,3631,晟楠,TW0003631008,2010/12/20,上櫃,電子零組件業,ESVUFR
股票,3632,研勤,TW0003632006,2011/01/11,上櫃,通信網路業,ESVUFR
股票,3642,駿熠電,TW0003642005,2011/09/29,上櫃,其他電子業,ESVUFR
股票,3646,艾恩特,TW0003646006,2012/03/27,上櫃,電子零組件業,ESVUFR
股票,3652,精聯,TW0003652004,2009/08/27,上櫃,電腦及週邊設備業,ESVUFR
股票,3663,鑫科,TW0003663001,2012/11/20,上櫃,其他電子業,ESVUFR
股票,3664,安瑞-KY,KYG0550W1069,2010/06/24,上櫃,通信網路業,ESVUFR
股票,3666,光耀,TW0003666004,2014/12/04,上櫃,光電業,ESVUFR
股票,3672,康聯訊,TW0003672002,2015/04/20,上櫃,通信網路業,ESVUFR
股票,3675,德微,TW0003675005,2012/06/29,上櫃,半導體業,ESVUFR
股票,3680,家登,TW0003680005,2011/08/31,上櫃,半導體業,ESVUFR
股票,3684,榮昌,TW0003684007,2014/03/28,上櫃,通信網路業,ESVUFR
股票,3685,元創精密,TW0003685004,2010/12/08,上櫃,光電業,ESVUFR
股票,3687,歐買尬,TW0003687000,2011/01/11,上櫃,文化創意業,ESVUFR
股票,3689,湧德,TW0003689006,2012/10/18,上櫃,電子零組件業,ESVUFR
股票,3691,碩禾,TW0003691002,2010/11/18,上櫃,光電業,ESVUFR
股票,3693,營邦,TW0003693008,2013/11/27,上櫃,電腦及週邊設備業,ESVUFR
股票,3707,漢磊,TW0003707006,2014/10/01,上櫃,半導體業,ESVUFR
股票,3709,鑫聯大投控,TW0003709002,1999/04/16,上櫃,電腦及週邊設備業,ESVUFR
股票,3710,連展投控,TW0003710000,2017/12/29,上櫃,電子零組件業,ESVUFR
股票,4102,永日,TW0004102009,2001/03/20,上櫃,生技醫療業,ESVUFR
股票,4105,東洋,TW0004105002,2001/09/27,上櫃,生技醫療業,ESVUFR
股票,4107,邦特,TW0004107008,2002/03/04,上櫃,生技醫療業,ESVUFR
股票,4109,加捷生醫,TW0004109004,2002/08/08,上櫃,生技醫療業,ESVUFR
股票,4111,濟生,TW0004111000,1999/03/06,上櫃,生技醫療業,ESVUFR
股票,4113,聯上,TW0004113006,2003/07/22,上櫃,建材營造業,ESVUFR
股票,4114,健喬,TW0004114004,2003/05/12,上櫃,生技醫療業,ESVUFR
股票,4116,明基醫,TW0004116009,2015/12/16,上櫃,生技醫療業,ESVUFR
股票,4120,友華,TW0004120001,2003/11/05,上櫃,生技醫療業,ESVUFR
股票,4121,優盛,TW0004121009,2003/07/25,上櫃,生技醫療業,ESVUFR
股票,4123,晟德,TW0004123005,2003/10/07,上櫃,生技醫療業,ESVUFR
股票,4126,太醫,TW0004126008,2004/02/09,上櫃,生技醫療業,ESVUFR
股票,4127,天良,TW0004127006,2005/07/29,上櫃,生技醫療業,ESVUFR
股票,4128,中天,TW0004128004,2006/06/09,上櫃,生技醫療業,ESVUFR
股票,4129,聯合,TW0004129002,2004/09/29,上櫃,生技醫療業,ESVUFR
股票,4130,健亞,TW0004130000,2012/01/12,上櫃,生技醫療業,ESVUFR
股票,4131,晶宇,TW0004131008,2004/04/09,上櫃,生技醫療業,ESVUFR
股票,4138,曜亞,TW0004138003,2010/12/29,上櫃,生技醫療業,ESVUFR
股票,4139,馬光-KY,KYG5831M1087,2011/04/29,上櫃,生技醫療業,ESVUFR
股票,4147,中裕,TW0004147004,2015/11/23,上櫃,生技醫療業,ESVUFR
股票,4152,台微體,TW0004152004,2012/12/21,上櫃,生技醫療業,ESVUFR
股票,4153,鈺緯,TW0004153002,2013/05/23,上櫃,生技醫療業,ESVUFR
股票,4154,康樂-KY,KYG527551082,2011/12/28,上櫃,生技醫療業,ESVUFR
股票,4157,太景*-KY,KYG866171005,2013/08/30,上櫃,生技醫療業,ESVUFR
股票,4160,創源,TW0004160007,2012/09/17,上櫃,生技醫療業,ESVUFR
股票,4161,聿新科,TW0004161005,2013/06/26,上櫃,生技醫療業,ESVUFR
股票,4162,智擎,TW0004162003,2012/09/18,上櫃,生技醫療業,ESVUFR
股票,4163,鐿鈦,TW0004163001,2012/11/15,上櫃,生技醫療業,ESVUFR
股票,4167,展旺,TW0004167002,2015/09/08,上櫃,生技醫療業,ESVUFR
股票,4168,醣聯,TW0004168000,2012/12/18,上櫃,生技醫療業,ESVUFR
股票,4171,瑞基,TW0004171004,2018/03/28,上櫃,農業科技業,ESVUFR
股票,4173,久裕,TW0004173000,2013/10/31,上櫃,生技醫療業,ESVUFR
股票,4174,浩鼎,TW0004174008,2015/03/23,上櫃,生技醫療業,ESVUFR
股票,4175,杏一,TW0004175005,2014/04/23,上櫃,生技醫療業,ESVUFR
股票,4183,福永生技,TW0004183009,2017/03/09,上櫃,生技醫療業,ESVUFR
股票,4188,安克,TW0004188008,2015/03/24,上櫃,生技醫療業,ESVUFR
股票,4192,杏國,TW0004192000,2014/10/28,上櫃,生技醫療業,ESVUFR
股票,4198,環瑞醫,TW0004198007,2014/12/23,上櫃,生技醫療業,ESVUFR
股票,4205,中華食,TW0004205000,1999/01/31,上櫃,食品工業,ESVUFR
股票,4207,環泰,TW0004207006,2000/01/21,上櫃,食品工業,ESVUFR
股票,4303,信立,TW0004303003,1999/03/10,上櫃,塑膠工業,ESVUFR
股票,4304,勝昱,TW0004304001,2000/01/27,上櫃,塑膠工業,ESVUFR
股票,4305,世坤,TW0004305008,2000/09/28,上櫃,塑膠工業,ESVUFR
股票,4401,東隆興,TW0004401005,1996/05/09,上櫃,紡織纖維,ESVUFR
股票,4402,福大,TW0004402003,1997/07/23,上櫃,紡織纖維,ESVUFR
股票,4406,新昕纖,TW0004406004,1999/01/14,上櫃,紡織纖維,ESVUFR
股票,4413,飛寶企業,TW0004413000,1999/07/29,上櫃,紡織纖維,ESVUFR
股票,4416,三圓,TW0004416003,2000/05/06,上櫃,建材營造業,ESVUFR
股票,4417,金洲,TW0004417001,2000/11/07,上櫃,紡織纖維,ESVUFR
股票,4419,元勝,TW0004419007,2001/06/26,上櫃,紡織纖維,ESVUFR
股票,4420,光明,TW0004420005,2002/04/18,上櫃,紡織纖維,ESVUFR
股票,4429,聚紡,TW0004429006,2010/09/15,上櫃,紡織纖維,ESVUFR
股票,4430,耀億,TW0004430004,2011/06/09,上櫃,其他業,ESVUFR
股票,4432,銘旺實,TW0004432000,2012/11/26,上櫃,紡織纖維,ESVUFR
股票,4433,興采,TW0004433008,2014/11/03,上櫃,紡織纖維,ESVUFR
股票,4502,健信,TW0004502000,1995/12/12,上櫃,電機機械,ESVUFR
股票,4503,金雨,TW0004503008,1996/12/19,上櫃,電機機械,ESVUFR
股票,4506,崇友,TW0004506001,1997/12/06,上櫃,電機機械,ESVUFR
股票,4510,高鋒,TW0004510003,1998/02/24,上櫃,電機機械,ESVUFR
股票,4513,福裕,TW0004513007,1998/03/25,上櫃,電機機械,ESVUFR
股票,4523,永彰,TW0004523006,1999/11/22,上櫃,電機機械,ESVUFR
股票,4527,方土霖,TW0004527007,2000/09/28,上櫃,電機機械,ESVUFR
股票,4528,江興鍛,TW0004528005,2001/02/12,上櫃,電機機械,ESVUFR
股票,4529,淳紳,TW0004529003,2001/05/04,上櫃,其他業,ESVUFR
股票,4530,宏易,TW0004530001,2001/04/30,上櫃,電機機械,ESVUFR
股票,4533,協易機,TW0004533005,2002/04/26,上櫃,電機機械,ESVUFR
股票,4534,慶騰,TW0004534003,2003/03/31,上櫃,電機機械,ESVUFR
股票,4535,至興,TW0004535000,2003/04/16,上櫃,電機機械,ESVUFR
股票,4538,大詠城,TW0004538004,2019/01/15,上櫃,電機機械,ESVUFR
股票,4541,晟田,TW0004541008,2014/07/22,上櫃,其他業,ESVUFR
股票,4542,科嶠,TW0004542006,2014/08/25,上櫃,電子零組件業,ESVUFR
股票,4543,萬在,TW0004543004,2016/03/15,上櫃,電機機械,ESVUFR
股票,4549,桓達,TW0004549001,2014/11/27,上櫃,電機機械,ESVUFR
股票,4550,長佳,TW0004550009,2015/03/18,上櫃,電機機械,ESVUFR
股票,4554,橙的,TW0004554001,2016/08/05,上櫃,其他電子業,ESVUFR
股票,4556,旭然,TW0004556006,2015/12/22,上櫃,其他業,ESVUFR
股票,4561,健椿,TW0004561006,2018/06/11,上櫃,電機機械,ESVUFR
股票,4563,百德,TW0004563002,2018/07/12,上櫃,電機機械,ESVUFR
股票,4568,科際精密,TW0004568001,2018/10/03,上櫃,電機機械,ESVUFR
股票,4609,唐鋒,TW0004609003,2000/05/19,上櫃,電器電纜,ESVUFR
股票,4702,中美實,TW0004702006,1995/04/21,上櫃,化學工業,ESVUFR
股票,4706,大恭,TW0004706007,1998/04/17,上櫃,化學工業,ESVUFR
股票,4707,磐亞,TW0004707005,1998/05/20,上櫃,化學工業,ESVUFR
股票,4711,永純,TW0004711007,1999/02/24,上櫃,化學工業,ESVUFR
股票,4712,南璋,TW0004712005,1999/04/03,上櫃,食品工業,ESVUFR
股票,4714,永捷,TW0004714001,2000/03/27,上櫃,化學工業,ESVUFR
股票,4716,大立,TW0004716006,2000/03/27,上櫃,化學工業,ESVUFR
股票,4721,美琪瑪,TW0004721006,2001/03/09,上櫃,化學工業,ESVUFR
股票,4726,永昕,TW0004726005,2013/12/25,上櫃,生技醫療業,ESVUFR
股票,4728,雙美,TW0004728001,2012/01/10,上櫃,生技醫療業,ESVUFR
股票,4729,熒茂,TW0004729009,2009/02/24,上櫃,光電業,ESVUFR
股票,4735,豪展,TW0004735006,2011/08/16,上櫃,生技醫療業,ESVUFR
股票,4736,泰博,TW0004736004,2010/12/01,上櫃,生技醫療業,ESVUFR
股票,4741,泓瀚,TW0004741004,2017/09/26,上櫃,化學工業,ESVUFR
股票,4743,合一,TW0004743000,2011/09/23,上櫃,生技醫療業,ESVUFR
股票,4744,皇將,TW0004744008,2018/07/12,上櫃,生技醫療業,ESVUFR
股票,4745,合富-KY,KYG248111042,2013/01/30,上櫃,生技醫療業,ESVUFR
股票,4747,強生,TW0004747001,2013/12/25,上櫃,生技醫療業,ESVUFR
股票,4754,國碳科,TW0004754007,2016/09/28,上櫃,化學工業,ESVUFR
股票,4760,勤凱,TW0004760004,2019/03/21,上櫃,其他電子業,ESVUFR
股票,4767,誠泰科技,TW0004767009,2018/10/29,上櫃,化學工業,ESVUFR
股票,4803,VHQ-KY,KYG9344G1038,2015/12/16,上櫃,文化創意業,ESVUFR
股票,4804,大略-KY,KYG2646C1024,2015/12/04,上櫃,觀光事業,ESVUFR
股票,4806,昇華,TW0004806005,2016/03/09,上櫃,文化創意業,ESVUFR
股票,4903,聯光通,TW0004903000,2001/05/14,上櫃,通信網路業,ESVUFR
股票,4905,台聯電,TW0004905005,2001/12/07,上櫃,通信網路業,ESVUFR
股票,4907,富宇,TW0004907001,2002/03/04,上櫃,建材營造業,ESVUFR
股票,4908,前鼎,TW0004908009,2002/02/27,上櫃,通信網路業,ESVUFR
股票,4909,新復興,TW0004909007,2002/11/28,上櫃,通信網路業,ESVUFR
股票,4911,德英,TW0004911003,2011/03/21,上櫃,生技醫療業,ESVUFR
股票,4924,欣厚-KY,KYG4642A1067,2011/10/18,上櫃,電腦及週邊設備業,ESVUFR
股票,4931,新盛力,TW0004931001,2019/09/17,上櫃,電腦及週邊設備業,ESVUFR
股票,4933,友輝,TW0004933007,2010/05/04,上櫃,光電業,ESVUFR
股票,4939,亞電,TW0004939004,2011/09/19,上櫃,電子零組件業,ESVUFR
股票,4944,兆遠,TW0004944004,2011/05/31,上櫃,光電業,ESVUFR
股票,4946,辣椒,TW0004946009,2011/06/10,上櫃,文化創意業,ESVUFR
股票,4947,昂寶-KY,KYG675291002,2011/10/18,上櫃,半導體業,ESVUFR
股票,4950,牧東,TW0004950001,2012/04/27,上櫃,其他業,ESVUFR
股票,4953,緯軟,TW0004953005,2014/01/08,上櫃,資訊服務業,ESVUFR
股票,4966,譜瑞-KY,KYG6892A1085,2011/09/13,上櫃,半導體業,ESVUFR
股票,4971,IET-KY,KYG480071011,2013/07/24,上櫃,半導體業,ESVUFR
股票,4972,湯石照明,TW0004972005,2013/06/17,上櫃,光電業,ESVUFR
股票,4973,廣穎,TW0004973003,2012/06/19,上櫃,半導體業,ESVUFR
股票,4974,亞泰,TW0004974001,2011/11/29,上櫃,電子零組件業,ESVUFR
股票,4979,華星光,TW0004979000,2011/12/12,上櫃,通信網路業,ESVUFR
股票,4987,科誠,TW0004987003,2012/03/21,上櫃,電腦及週邊設備業,ESVUFR
股票,4991,環宇-KY,KYG377541019,2014/09/15,上櫃,半導體業,ESVUFR
股票,4995,晶達,TW0004995006,2012/05/09,上櫃,光電業,ESVUFR
股票,5009,榮剛,TW0005009005,1998/10/17,上櫃,鋼鐵工業,ESVUFR
股票,5011,久陽,TW0005011001,1999/05/06,上櫃,鋼鐵工業,ESVUFR
股票,5013,強新,TW0005013007,2000/05/08,上櫃,鋼鐵工業,ESVUFR
股票,5014,建錩,TW0005014005,2001/02/15,上櫃,鋼鐵工業,ESVUFR
股票,5015,華祺,TW0005015002,2000/12/15,上櫃,鋼鐵工業,ESVUFR
股票,5016,松和,TW0005016000,2001/03/05,上櫃,鋼鐵工業,ESVUFR
股票,5102,富強,TW0005102008,2000/10/27,上櫃,橡膠工業,ESVUFR
股票,5201,凱衛,TW0005201008,2000/10/12,上櫃,資訊服務業,ESVUFR
股票,5202,力新,TW0005202006,2000/10/18,上櫃,資訊服務業,ESVUFR
股票,5205,中茂,TW0005205009,2001/05/14,上櫃,其他電子業,ESVUFR
股票,5206,坤悅,TW0005206007,2001/10/08,上櫃,建材營造業,ESVUFR
股票,5209,新鼎,TW0005209001,2002/02/25,上櫃,資訊服務業,ESVUFR
股票,5210,寶碩,TW0005210009,2002/04/25,上櫃,資訊服務業,ESVUFR
股票,5211,蒙恬,TW0005211007,2002/12/23,上櫃,資訊服務業,ESVUFR
股票,5212,凌網,TW0005212005,2003/03/24,上櫃,資訊服務業,ESVUFR
股票,5213,亞昕,TW0005213003,2003/04/24,上櫃,建材營造業,ESVUFR
股票,5220,萬達光電,TW0005220008,2018/04/26,上櫃,光電業,ESVUFR
股票,5223,安力-KY,KYG0458G1047,2018/07/02,上櫃,電腦及週邊設備業,ESVUFR
股票,5227,立凱-KY,KYG0100G1064,2013/12/09,上櫃,電子零組件業,ESVUFR
股票,5230,雷笛克光學,TW0005230007,2012/06/05,上櫃,光電業,ESVUFR
股票,5245,智晶,TW0005245005,2015/05/25,上櫃,光電業,ESVUFR
股票,5251,天鉞電,TW0005251003,2012/11/26,上櫃,光電業,ESVUFR
股票,5263,智崴,TW0005263008,2012/12/18,上櫃,文化創意業,ESVUFR
股票,5272,笙科,TW0005272009,2013/05/30,上櫃,半導體業,ESVUFR
股票,5274,信驊,TW0005274005,2013/04/30,上櫃,半導體業,ESVUFR
股票,5276,達輝-KY,KYG2743W1006,2014/06/12,上櫃,其他業,ESVUFR
股票,5278,尚凡,TW0005278006,2013/06/04,上櫃,電子商務,ESVUFR
股票,5281,大峽谷-KY,KYG853901059,2016/03/30,上櫃,光電業,ESVUFR
股票,5287,數字,TW0005287007,2014/01/20,上櫃,電子商務,ESVUFR
股票,5289,宜鼎,TW0005289003,2013/11/27,上櫃,電腦及週邊設備業,ESVUFR
股票,5291,邑昇,TW0005291009,2014/12/23,上櫃,電子零組件業,ESVUFR
股票,5299,杰力,TW0005299002,2018/01/23,上櫃,半導體業,ESVUFR
股票,5301,寶得利,TW0005301006,1990/06/25,上櫃,觀光事業,ESVUFR
股票,5302,太欣,TW0005302004,1991/01/17,上櫃,半導體業,ESVUFR
股票,5304,鼎創達,TW0005304000,1991/07/16,上櫃,電腦及週邊設備業,ESVUFR
股票,5306,桂盟,TW0005306005,1995/12/26,上櫃,其他業,ESVUFR
股票,5309,系統電,TW0005309009,1996/03/18,上櫃,電子零組件業,ESVUFR
股票,5310,天剛,TW0005310007,1996/04/09,上櫃,資訊服務業,ESVUFR
股票,5312,寶島科,TW0005312003,1996/05/25,上櫃,生技醫療業,ESVUFR
股票,5314,世紀,TW0005314009,1996/09/16,上櫃,半導體業,ESVUFR
股票,5315,光聯,TW0005315006,1996/11/02,上櫃,光電業,ESVUFR
股票,5321,友銓,TW0005321004,1996/12/30,上櫃,電子零組件業,ESVUFR
股票,5324,士開,TW0005324008,1997/01/30,上櫃,建材營造業,ESVUFR
股票,5328,華容,TW0005328009,1997/08/28,上櫃,電子零組件業,ESVUFR
股票,5340,建榮,TW0005340004,1998/01/20,上櫃,電子零組件業,ESVUFR
股票,5344,立衛,TW0005344006,1998/03/23,上櫃,半導體業,ESVUFR
股票,5345,天揚,TW0005345003,1998/03/23,上櫃,電子零組件業,ESVUFR
股票,5347,世界,TW0005347009,1998/03/25,上櫃,半導體業,ESVUFR
股票,5348,系通,TW0005348007,1998/04/29,上櫃,通信網路業,ESVUFR
股票,5349,先豐,TW0005349005,1998/06/25,上櫃,電子零組件業,ESVUFR
股票,5351,鈺創,TW0005351001,1998/05/15,上櫃,半導體業,ESVUFR
股票,5353,台林,TW0005353007,1998/05/18,上櫃,通信網路業,ESVUFR
股票,5355,佳總,TW0005355002,1998/06/23,上櫃,電子零組件業,ESVUFR
股票,5356,協益,TW0005356000,1998/07/20,上櫃,電腦及週邊設備業,ESVUFR
股票,5364,力麗店,TW0005364004,2013/08/26,上櫃,觀光事業,ESVUFR
股票,5371,中光電,TW0005371009,1999/01/20,上櫃,光電業,ESVUFR
股票,5381,合正,TW0005381008,1999/03/19,上櫃,電子零組件業,ESVUFR
股票,5383,金利,TW0005383004,1999/04/14,上櫃,其他電子業,ESVUFR
股票,5386,青雲,TW0005386007,1999/05/13,上櫃,電腦及週邊設備業,ESVUFR
股票,5392,應華,TW0005392005,1999/06/14,上櫃,光電業,ESVUFR
股票,5398,慕康生醫,TW0005398002,1999/10/11,上櫃,其他業,ESVUFR
股票,5403,中菲,TW0005403000,1999/10/15,上櫃,資訊服務業,ESVUFR
股票,5410,國眾,TW0005410005,1999/11/26,上櫃,資訊服務業,ESVUFR
股票,5425,台半,TW0005425003,2000/02/21,上櫃,半導體業,ESVUFR
股票,5426,振發,TW0005426001,2000/02/09,上櫃,電腦及週邊設備業,ESVUFR
股票,5432,達威,TW0005432009,2000/03/21,上櫃,光電業,ESVUFR
股票,5438,東友,TW0005438006,2000/06/17,上櫃,電腦及週邊設備業,ESVUFR
股票,5439,高技,TW0005439004,2000/06/26,上櫃,電子零組件業,ESVUFR
股票,5443,均豪,TW0005443006,1998/02/09,上櫃,光電業,ESVUFR
股票,5450,寶聯通,TW0005450001,2000/08/22,上櫃,電腦及週邊設備業,ESVUFR
股票,5452,佶優,TW0005452007,2000/10/02,上櫃,其他電子業,ESVUFR
股票,5455,昇益,TW0005455000,2000/10/19,上櫃,建材營造業,ESVUFR
股票,5457,宣德,TW0005457006,2000/09/29,上櫃,電子零組件業,ESVUFR
股票,5460,同協,TW0005460000,2000/09/28,上櫃,電子零組件業,ESVUFR
股票,5464,霖宏,TW0005464002,2000/11/08,上櫃,電子零組件業,ESVUFR
股票,5465,富驊,TW0005465009,2000/11/08,上櫃,電腦及週邊設備業,ESVUFR
股票,5468,凱鈺,TW0005468003,2001/01/17,上櫃,半導體業,ESVUFR
股票,5474,聰泰,TW0005474001,2001/03/20,上櫃,電腦及週邊設備業,ESVUFR
股票,5475,德宏,TW0005475008,2001/01/16,上櫃,電子零組件業,ESVUFR
股票,5478,智冠,TW0005478002,2001/03/29,上櫃,文化創意業,ESVUFR
股票,5481,新華,TW0005481006,2001/04/27,上櫃,電子零組件業,ESVUFR
股票,5483,中美晶,TW0005483002,2001/03/02,上櫃,半導體業,ESVUFR
股票,5487,通泰,TW0005487003,2001/02/20,上櫃,半導體業,ESVUFR
股票,5488,松普,TW0005488001,2001/03/12,上櫃,電子零組件業,ESVUFR
股票,5489,彩富,TW0005489009,2001/03/12,上櫃,其他電子業,ESVUFR
股票,5490,同亨,TW0005490007,2001/05/14,上櫃,電腦及週邊設備業,ESVUFR
股票,5493,三聯,TW0005493001,2001/05/03,上櫃,其他電子業,ESVUFR
股票,5498,凱崴,TW0005498000,2001/03/29,上櫃,電子零組件業,ESVUFR
股票,5508,永信建,TW0005508006,1998/05/13,上櫃,建材營造業,ESVUFR
股票,5511,德昌,TW0005511000,1998/12/09,上櫃,建材營造業,ESVUFR
股票,5512,力麒,TW0005512008,1998/12/04,上櫃,建材營造業,ESVUFR
股票,5514,三豐,TW0005514004,1998/12/29,上櫃,建材營造業,ESVUFR
股票,5516,雙喜,TW0005516009,1999/03/23,上櫃,建材營造業,ESVUFR
